"loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","default","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
8800,36,7.26,272.77,0,"RENT",45000,"Source Verified","debt_consolidation",21.28,0,790,1,0,0,10,0,744,25,709,705,0,0,0,0,0,9,2198,0,0,168,187,8,8,1,19,0,6,0,0,1,7,17,0,2,100,0,0,52809,12300,33009,"no",0,2,1,2,2,328,42,1,0,2,2.7,0,10,64
21600,60,13.18,493.46,1,"MORTGAGE",85000,"Not Verified","debt_consolidation",34.02,2,695,1,7,73,17,2,35247,27,604,600,0,56,0,0,55,15,16711,0,0,138,236,19,15,2,26,10,6,10,0,8,9,16,0,0,81.5,0,2,410915,49000,112415,"yes",0,3,0,2,1,9204,61,1,6,2,69.9,0,1,59
24000,36,13.18,810.74,1,"MORTGAGE",88000,"Not Verified","debt_consolidation",33.83,1,670,0,0,0,25,0,206544,43,674,670,0,0,0,1,0,9,15019,0,101,116,190,4,4,2,4,64,9,0,0,9,4,37,0,2,95.3,0,0,507710,81400,42735,"no",1,3,1,1,2,14688,44,1,5,2,49.1,0,0,30
15000,36,17.97,542.07,3,"MORTGAGE",50000,"Verified","debt_consolidation",26.04,0,685,0,0,0,9,0,6612,14,499,0,0,0,0,0,0,7,2188,0,0,17,182,24,7,0,24,0,8,0,0,3,6,7,0,3,100,0,0,19225,5400,12625,"yes",0,3,3,6,1,3000,91,2,0,1,97.2,0,0,86
8750,36,18.99,320.7,4,"RENT",94348.32,"Verified","debt_consolidation",17.07,0,680,0,24,51,9,1,2412,12,529,525,0,24,1,0,0,3,10534,0,0,208,54,14,3,0,14,24,3,24,0,2,9,2,0,3,100,0,0,101994,2500,99417,"yes",2,6,2,3,1,1458,89,4,0,8,96.5,0,1,89
15000,60,13.18,342.68,1,"MORTGAGE",40000,"Verified","credit_card",23.82,0,710,1,0,0,12,0,16776,17,674,670,0,0,0,0,0,8,5412,0,0,8,129,3,3,2,18,0,3,0,0,4,1,14,0,2,100,0,0,92000,43000,10000,"no",1,1,1,1,4,5772,47,1,0,2,38.5,0,10,93
8400,36,16.59,297.78,3,"RENT",51000,"Source Verified","other",13.27,0,690,2,0,0,10,0,4072,12,499,0,0,0,0,0,0,10,1780,0,0,111,116,0,0,0,0,0,0,0,0,5,3,9,0,3,100,0,0,29625,7600,18625,"yes",2,2,1,1,7,1587,60,0,1,2,37.1,0,3,74
15000,36,5.32,451.73,0,"MORTGAGE",75000,"Not Verified","debt_consolidation",8.75,0,780,2,0,0,11,0,6138,34,799,795,0,0,0,0,0,22,31713,0,0,22,569,2,2,4,6,0,2,0,0,1,1,28,0,4,100,0,0,402524,28600,11124,"no",3,1,0,1,3,3763,17,2,0,3,13.2,0,3,39
12000,36,9.17,382.55,2,"MORTGAGE",102000,"Verified","debt_consolidation",9.54,1,705,1,20,0,15,0,9757,43,734,730,0,31,0,0,549,1,39523,0,0,189,225,3,1,2,3,0,1,20,1,4,17,23,0,10,95.3,0,0,627030,29500,54408,"no",6,3,2,4,8,4885,29,1,12,3,31,0,10,80
15000,36,17.57,539.06,3,"MORTGAGE",110000,"Source Verified","other",17.1,0,660,0,34,0,8,0,50,27,594,590,0,39,0,0,3616,2,27112,0,0,118,482,1,1,3,1,0,7,0,1,1,18,4,0,6,92.6,0,0,220462,8000,57828,"yes",4,4,4,7,1,50,74,0,2,1,0.6,0,4,93
6500,36,11.48,214.29,2,"MORTGAGE",38000,"Verified","debt_consolidation",24.35,0,710,0,0,88,14,1,8150,28,704,700,0,0,0,0,0,9,24670,0,0,60,252,12,9,1,23,0,12,0,0,4,13,14,0,2,100,1,0,456528,8000,15000,"no",0,1,1,3,3,2387,60,1,0,1,87.2,0,10,81
20000,36,13.99,683.46,1,"MORTGAGE",65000,"Source Verified","credit_card",13.81,0,660,1,0,0,10,0,20018,50,674,670,1,0,0,0,618,12,30901,0,0,172,175,8,8,1,8,0,2,0,0,4,38,11,0,4,100,0,0,332407,25500,146879,"no",0,3,1,2,3,8787,67,1,0,5,77.5,0,10,67
9000,36,16.55,318.87,3,"MORTGAGE",66000,"Verified","debt_consolidation",19.36,0,665,4,63,0,7,0,2029,14,554,550,0,0,0,0,660,4,38040,0,0,102,111,40,4,1,40,0,2,0,0,2,7,6,0,2,92.9,0,0,242603,2400,43826,"no",1,3,1,3,0,1435,72,4,3,7,84.5,0,9,71
12000,36,11.22,394.12,2,"RENT",72000,"Source Verified","medical",11.45,0,685,2,41,0,8,0,3450,24,624,620,1,0,0,0,1157,16,20072,0,0,170,135,1,1,0,104,0,1,46,0,2,17,7,0,1,91.3,0,0,165452,5100,151352,"no",1,4,0,1,1,1844,51,0,0,3,67.6,0,4,62
12600,36,10.64,410.37,2,"OWN",35000,"Not Verified","major_purchase",2.4,0,795,1,0,0,8,0,332,26,549,545,0,0,0,0,0,74,66,0,0,163,425,4,4,0,4,0,4,0,0,2,5,21,0,2,100,0,0,28300,21700,0,"no",1,0,0,0,3,212,1,0,0,2,1.5,0,6,82
17875,36,18.99,655.14,4,"RENT",49699,"Verified","debt_consolidation",15.17,0,700,2,0,0,9,0,26228,30,624,620,0,0,0,0,0,13,4460,0,0,141,211,5,5,0,5,0,4,0,0,4,11,19,0,4,100,0,0,78500,69000,7000,"no",1,1,0,1,6,11855,40,0,0,3,38,0,1,71
18575,60,16.55,457.16,3,"MORTGAGE",70000,"Not Verified","debt_consolidation",13.06,0,680,0,42,26,9,1,30691,22,774,770,0,59,0,0,16117,9,20828,0,0,110,169,13,9,2,13,61,13,59,6,4,3,16,0,1,78.9,0,0,237233,8700,8000,"no",0,1,1,1,2,3229,79,0,3,0,77.8,0,1,93
10000,36,13.67,340.18,1,"RENT",50000,"Verified","debt_consolidation",17.85,0,665,0,64,0,8,0,9265,15,709,705,0,64,0,0,0,31,7814,0,0,121,246,6,6,0,6,0,0,64,1,1,6,9,0,1,93.3,0,0,76510,8000,60510,"no",1,2,0,0,4,4907,42,0,1,0,61.3,0,5,23
10000,36,11.22,328.43,2,"OWN",60000,"Source Verified","debt_consolidation",24.3,0,740,0,0,0,7,0,6071,11,679,675,0,0,0,0,0,16,4349,0,0,98,91,37,16,0,88,0,4,0,0,2,5,5,0,0,100,0,0,59531,6000,44931,"no",0,2,0,1,0,4536,51,1,1,1,101.2,0,0,54
24000,36,5.32,722.76,0,"MORTGAGE",121000,"Source Verified","debt_consolidation",10.48,0,800,0,0,0,11,0,19637,49,809,805,0,0,0,0,0,17,9690,0,0,153,272,3,3,3,26,0,14,0,0,2,9,36,0,3,100,0,0,301040,76000,37371,"no",1,1,0,1,6,14704,21,0,0,0,20.1,0,7,76
25000,36,6.89,770.68,0,"RENT",85000,"Source Verified","credit_card",9.76,0,690,0,0,0,5,0,26405,6,694,690,0,0,0,0,0,0,5281,0,0,0,165,66,66,0,66,0,7,0,0,4,0,6,0,0,100,0,0,38200,35100,0,"no",0,0,0,0,0,9735,69,1,0,1,69.8,0,10,66
20000,60,15.77,483.93,3,"RENT",110000,"Not Verified","debt_consolidation",23.46,0,725,0,51,0,15,0,5278,29,504,500,0,0,0,0,0,1,6710,0,0,131,157,4,1,2,18,0,1,0,0,1,10,17,0,4,92.3,0,0,141891,16000,105291,"yes",4,6,3,6,5,3043,66,1,5,6,19,0,10,84
8000,36,13.18,270.25,1,"MORTGAGE",115000,"Source Verified","other",11.37,1,695,0,15,0,4,0,8896,16,574,570,0,0,0,0,0,9,107914,0,0,97,139,25,6,4,0,39,7,15,0,0,5,7,0,2,87.5,0,0,334946,0,37937,"yes",1,1,1,2,0,0,59,0,0,2,93.8,0,10,80
14400,36,9.76,463.03,2,"RENT",44000,"Not Verified","debt_consolidation",36.28,0,695,0,48,0,22,0,11304,46,784,780,0,51,0,0,0,22,3473,0,0,98,106,14,14,0,14,48,13,48,0,6,25,21,0,0,88.9,0,0,92765,10900,72065,"no",0,13,0,1,4,2553,82,0,3,0,69.4,0,3,90
33000,36,12.59,1105.4,1,"MORTGAGE",88500,"Verified","debt_consolidation",29.63,0,685,0,39,0,13,0,11616,27,514,510,0,41,0,0,0,5,8822,0,0,117,167,14,5,4,14,39,9,39,0,3,5,18,0,1,76.9,0,0,158578,5900,82578,"yes",1,3,1,1,4,1976,80,0,1,1,78.2,0,10,81
20000,36,7.49,622.04,0,"RENT",51136,"Verified","credit_card",38.63,0,715,0,0,0,9,0,43903,14,744,740,0,0,0,0,0,13,8698,0,0,206,351,7,7,0,100,0,7,0,0,6,2,12,0,1,100,0,0,122275,62550,49725,"no",0,2,0,1,1,17957,61,0,0,1,68,0,6,69
32000,60,15.41,768.19,3,"MORTGAGE",90000,"Source Verified","debt_consolidation",22.78,0,690,0,0,0,15,0,18140,33,584,580,0,0,0,0,512,15,12776,0,0,142,189,5,5,4,14,0,11,0,0,4,13,16,0,3,100,0,0,244733,22200,37879,"yes",1,2,0,2,4,8058,59,1,0,1,61.8,0,10,77
11425,60,17.57,287.46,3,"MORTGAGE",83803,"Verified","other",35.37,0,795,0,0,0,25,0,5690,39,579,575,0,0,0,0,0,4,9513,0,0,115,295,6,4,2,16,0,0,0,0,3,15,22,0,3,100,0,0,315753,12500,84633,"yes",2,4,2,6,5,902,54,0,7,0,19.5,0,10,90
15000,60,13.18,342.68,1,"MORTGAGE",55000,"Not Verified","credit_card",23.31,0,680,2,0,0,9,0,17473,17,529,525,0,0,0,0,0,11,13813,0,0,110,65,2,2,1,2,0,0,0,0,2,9,7,0,2,100,0,0,143816,3300,19669,"yes",1,4,1,2,1,2107,68,2,6,5,86.8,0,6,56
35000,60,10.64,754.72,2,"MORTGAGE",95000,"Source Verified","credit_card",25.28,1,685,0,5,0,14,0,135014,29,569,565,0,0,0,0,0,14,31084,0,0,132,263,5,5,4,28,5,11,5,0,3,9,16,0,3,96.6,0,0,474268,55100,53168,"yes",1,4,0,2,2,24112,68,1,1,3,82.2,0,10,61
19000,36,16.59,673.54,3,"RENT",91000,"Not Verified","credit_card",31.98,0,680,0,49,0,18,0,37543,35,754,750,0,49,0,0,0,22,4218,0,0,147,235,1,1,6,19,0,20,0,1,9,4,24,0,2,97.1,0,0,96729,41400,45706,"no",1,2,0,1,4,10535,74,0,0,0,86.2,0,7,68
15000,36,11.99,498.15,1,"OWN",60000,"Verified","debt_consolidation",16.58,0,670,0,0,0,8,0,11273,14,649,645,0,0,0,0,744,37,3324,0,0,158,193,34,34,0,34,0,0,0,0,3,4,10,0,0,92.9,0,0,49163,6500,29063,"no",0,1,0,0,0,4098,54,0,0,0,99,0,8,53
5000,36,9.17,159.4,2,"MORTGAGE",39000,"Not Verified","home_improvement",14.66,2,700,0,1,0,8,0,13307,23,649,645,0,0,0,1,0,75,21842,0,162,150,417,20,20,2,30,0,0,4,0,2,6,14,0,0,73.9,0,0,258411,10700,0,"no",0,0,0,0,1,3615,31,0,8,0,37.6,0,10,91
3000,36,7.89,93.86,0,"MORTGAGE",38000,"Verified","debt_consolidation",27.55,0,700,0,24,71,13,1,5138,26,694,690,0,0,0,0,0,9,2486,0,0,93,192,7,7,2,7,0,23,0,0,3,4,20,0,2,95.7,1,0,61657,18600,34857,"no",0,4,1,1,2,2712,48,0,1,0,20.1,0,6,71
8525,36,9.17,271.77,2,"RENT",38500,"Verified","debt_consolidation",28.01,0,755,2,0,0,14,0,8613,24,774,770,0,0,0,0,0,7,1803,0,0,65,125,1,1,0,3,0,2,0,0,3,5,19,0,6,100,0,0,92954,50600,23154,"no",4,2,1,3,6,5176,27,1,0,2,16.9,0,10,72
20000,36,13.18,675.62,1,"MORTGAGE",87000,"Source Verified","debt_consolidation",34.86,0,705,0,0,0,12,0,20917,29,564,560,0,0,0,0,0,5,6621,0,0,102,100,15,5,1,86,0,8,0,0,2,15,13,0,2,100,0,0,115571,3500,80171,"yes",1,4,2,5,1,2345,57,1,0,1,95.2,0,9,55
17000,60,11.22,371.49,2,"RENT",110000,"Not Verified","credit_card",15.72,0,710,2,74,54,11,1,12147,26,679,675,0,74,0,0,0,2,5347,0,0,148,210,3,2,2,3,74,2,74,1,3,11,13,0,3,96,0,0,76766,18000,51666,"no",3,4,1,4,2,9416,55,4,4,2,59.9,0,5,67
15000,36,12.88,504.55,1,"MORTGAGE",66248,"Verified","debt_consolidation",31.67,0,680,0,26,0,14,0,71553,26,634,630,0,0,0,0,0,71,13250,0,0,141,273,10,9,6,10,26,9,26,0,6,2,19,0,2,96,0,0,226117,45590,15427,"no",0,1,0,0,3,21903,87,2,0,3,101,0,6,9
19025,36,7.89,595.21,0,"MORTGAGE",40500,"Not Verified","credit_card",28.6,0,715,1,0,0,10,0,20520,16,769,765,0,0,0,0,0,20,14185,0,0,125,221,4,4,2,4,0,4,0,0,4,4,10,0,1,100,0,0,179018,35600,19757,"no",1,2,0,1,1,9276,50,0,1,1,54.7,0,10,44
20000,60,13.18,456.91,1,"OWN",50000,"Not Verified","car",27.7,0,705,0,81,0,17,0,9498,21,754,750,0,0,0,0,0,18,2728,0,0,22,97,2,2,0,2,0,18,81,0,8,2,19,0,3,90.5,0,0,114800,58700,48400,"no",2,2,0,2,6,2552,40,3,0,0,15.9,0,2,76
9000,36,7.49,279.92,0,"MORTGAGE",1e+05,"Not Verified","debt_consolidation",10.39,0,710,0,0,0,14,0,11935,23,769,765,0,0,0,0,420,25,16455,0,0,159,209,12,12,3,12,0,12,0,0,3,3,17,0,2,100,0,0,286810,30300,17761,"no",0,1,0,0,6,6472,42,0,0,1,37.7,0,5,70
5000,36,5.32,150.58,0,"OWN",40000,"Not Verified","debt_consolidation",16.23,0,695,1,0,0,4,0,2778,18,634,630,0,0,0,0,347,35,2868,0,0,148,326,6,6,1,17,0,6,0,0,2,8,8,0,1,100,0,0,38622,11500,26422,"no",1,1,0,0,2,2140,30,0,2,1,24.2,0,0,33
24000,36,13.18,810.74,1,"RENT",75085,"Verified","debt_consolidation",18.94,4,660,1,11,0,12,0,5697,29,589,585,0,11,0,0,3237,10,2676,0,0,173,107,3,3,1,3,11,0,11,0,2,16,12,1,4,82.8,0,0,59283,12000,40683,"yes",2,4,2,4,2,3986,54,3,1,3,47.5,0,1,65
15000,36,11.22,492.65,2,"RENT",56000,"Source Verified","credit_card",24.77,0,660,0,0,0,30,0,14813,37,689,685,0,0,0,0,0,4,3786,0,0,95,102,13,4,0,27,0,12,0,0,4,26,11,0,2,100,0,0,112334,13600,94134,"no",1,22,2,7,2,3944,98,1,1,2,98.5,0,1,101
20000,36,9.17,637.58,2,"MORTGAGE",120000,"Verified","credit_card",4.89,0,660,2,0,69,5,1,18097,26,734,730,0,65,0,0,0,115,3619,0,0,163,247,18,18,3,18,0,4,0,0,4,4,21,0,0,65,1,0,26000,23000,0,"no",0,0,0,0,1,6486,70,0,0,2,78,0,10,0
11500,36,9.8,370,2,"RENT",45000,"Source Verified","debt_consolidation",11.6,0,685,0,0,0,19,0,10942,30,749,745,0,0,0,0,0,63,2072,0,0,133,100,4,4,0,4,0,9,0,0,4,16,14,0,4,100,0,0,76475,30400,29375,"no",2,7,0,0,9,3827,52,0,0,1,34.8,0,4,97
8000,36,8.38,252.1,2,"OWN",120000,"Source Verified","home_improvement",6.64,3,660,0,11,0,4,0,4614,25,704,700,0,12,0,0,0,18,2186,0,0,153,361,21,18,3,21,11,18,11,6,2,8,13,2,0,68,0,0,11275,4800,6475,"no",0,2,0,2,1,3712,78,1,0,0,96.1,0,10,64
10000,36,10.64,325.69,2,"MORTGAGE",90000,"Verified","debt_consolidation",18.52,0,675,0,0,0,13,0,25975,36,699,695,0,0,0,0,0,12,28113,0,0,157,172,7,7,3,23,0,7,0,0,4,10,23,0,2,100,0,0,386202,20100,110213,"no",0,2,1,1,3,7074,79,0,3,2,86.9,0,5,58
35000,60,13.99,814.21,1,"MORTGAGE",1e+05,"Verified","credit_card",16.84,0,715,2,0,0,6,0,27073,14,634,630,0,0,0,0,0,5,31858,0,0,173,257,4,4,2,4,0,4,0,0,3,6,6,0,3,100,0,0,211324,33200,33924,"yes",3,2,1,1,2,16974,82,0,0,2,82,0,3,61
25000,36,6.24,763.28,0,"RENT",96000,"Verified","debt_consolidation",6.38,0,790,0,0,0,14,0,10515,31,804,800,0,0,0,0,0,25,1460,0,0,135,164,2,2,0,2,0,16,0,0,3,8,22,0,1,100,0,0,129140,83700,16440,"no",1,1,0,0,4,6082,16,1,2,0,12.6,0,6,60
9000,36,16.55,318.87,3,"RENT",30000,"Verified","debt_consolidation",25.12,0,685,0,0,0,13,0,15503,15,644,640,0,0,0,0,0,28,2570,0,0,82,126,53,28,0,53,0,0,0,0,6,4,11,0,0,100,0,0,32465,16300,14365,"no",0,3,0,0,0,6026,87,0,0,0,87.6,0,0,89
15000,60,15.41,360.09,3,"MORTGAGE",40000,"Verified","debt_consolidation",21.63,0,700,0,0,0,17,0,10738,26,614,610,0,0,0,0,0,2,6525,0,0,102,95,60,2,2,83,0,0,0,0,2,17,7,0,2,100,0,0,135795,9000,39725,"yes",2,12,2,3,0,7057,72,0,0,0,103.7,0,2,71
35000,60,11.22,764.84,2,"MORTGAGE",150000,"Verified","debt_consolidation",28.59,0,690,2,0,0,10,0,124375,27,699,695,0,0,0,0,0,15,19037,0,0,87,410,7,7,6,7,0,0,0,0,8,2,20,0,1,100,0,0,259450,144450,0,"no",0,0,0,0,3,33413,84,0,0,4,86,0,2,0
7000,36,10.64,227.98,2,"RENT",52000,"Verified","credit_card",22.08,0,685,0,0,0,6,0,6560,10,674,670,0,0,0,0,0,22,6090,0,0,36,137,8,8,0,8,0,8,0,0,4,2,6,0,1,100,0,0,43102,6800,25473,"no",0,1,0,1,3,2738,85,1,0,1,96.5,0,6,75
5000,36,9.17,159.4,2,"MORTGAGE",1e+05,"Not Verified","other",18.72,3,710,1,4,0,17,0,20473,31,779,775,0,57,0,0,0,111,19717,0,0,180,233,6,6,2,16,4,0,4,1,3,3,26,0,2,80.6,0,0,475123,29100,1e+05,"no",1,1,0,0,6,977,28,0,5,1,5.8,0,10,49
7000,36,11.22,229.91,2,"MORTGAGE",60000,"Verified","credit_card",23.07,2,660,0,2,57,13,1,21750,32,674,670,0,43,0,0,0,6,26472,0,0,196,253,11,6,4,17,2,7,2,3,8,8,20,0,4,81.2,0,1,551476,27300,25276,"no",1,2,2,2,5,6871,66,1,0,5,72.3,0,10,59
5000,36,8.38,157.56,2,"MORTGAGE",80000,"Source Verified","debt_consolidation",16.58,0,665,1,0,52,10,1,11383,28,674,670,0,0,0,0,0,27,25284,0,0,99,111,54,9,8,54,0,5,0,0,6,10,10,0,1,100,0,1,279558,11200,48908,"no",0,2,0,0,0,5126,72,1,2,1,92.2,0,9,48
6000,36,11.99,199.26,1,"RENT",48000,"Source Verified","debt_consolidation",18.95,0,660,2,53,0,14,0,5464,35,669,665,0,53,0,0,2872,7,2472,0,0,75,117,5,5,0,5,53,6,53,2,5,23,12,0,4,91.4,0,0,50110,11300,34610,"no",2,7,1,11,4,1394,69,0,10,3,47.5,0,0,84
9600,36,13.99,328.06,1,"RENT",22900,"Verified","credit_card",14.77,0,685,0,0,0,14,0,10614,17,679,675,0,0,0,0,0,0,758,0,0,0,51,2,2,0,2,0,11,0,0,6,0,16,0,4,100,0,0,36900,31200,0,"no",2,0,0,0,6,4531,29,0,0,2,34,0,1,82
10000,36,5.32,301.15,0,"MORTGAGE",99500,"Not Verified","debt_consolidation",10.7,0,825,0,0,0,15,0,4547,25,829,825,0,0,0,0,0,7,19669,0,0,110,351,11,7,4,21,0,0,0,0,5,5,16,0,2,100,0,0,443807,122700,24407,"no",0,3,1,1,2,3737,18,0,0,0,5.4,0,3,64
20000,60,13.18,456.91,1,"RENT",85000,"Verified","debt_consolidation",10.77,0,670,1,63,54,10,1,6450,32,564,560,0,63,0,0,0,9,2774,0,0,210,201,4,4,5,4,63,2,63,1,3,7,20,0,2,91.3,1,0,33500,8500,22000,"yes",1,2,1,2,2,2946,75,1,1,2,72,0,3,84
14000,36,9.17,446.31,2,"RENT",80000,"Verified","debt_consolidation",23.01,1,695,0,10,0,10,0,14483,22,729,725,0,0,0,0,0,14,3538,0,0,129,248,8,8,0,8,10,0,10,0,5,4,18,0,1,90.9,0,0,65000,27800,30000,"no",0,1,0,1,1,6956,54,0,0,0,47.9,0,8,70
25000,60,9.8,528.72,2,"RENT",85000,"Not Verified","credit_card",14.78,0,720,0,24,0,13,0,14486,20,759,755,0,0,0,0,0,17,3096,0,0,128,185,10,10,1,10,0,10,24,0,4,6,13,0,1,94.7,0,0,89436,46000,37336,"no",0,3,0,3,2,7740,42,2,2,2,31.5,0,5,61
23000,36,18.2,833.82,4,"MORTGAGE",84700,"Verified","debt_consolidation",18.62,0,700,4,0,0,13,0,11436,21,569,565,0,0,1,0,515,5,20764,0,0,141,61,4,4,1,4,0,4,0,0,5,12,8,0,4,100,0,0,277126,22500,52919,"yes",2,3,2,3,3,6788,67,1,8,7,50.8,0,0,80
15000,60,12.88,340.38,1,"MORTGAGE",70000,"Not Verified","home_improvement",28.41,0,730,0,0,0,13,0,4586,20,654,650,0,0,0,0,0,12,15909,0,0,160,77,26,12,1,26,0,0,0,0,2,14,5,0,1,100,0,0,259006,6500,79968,"yes",0,7,1,2,0,2098,59,0,0,0,54.6,0,0,60
25000,36,17.27,894.69,3,"MORTGAGE",72000,"Not Verified","other",13.13,0,760,3,0,0,9,0,16,13,814,810,0,0,0,0,0,6,32321,0,0,55,138,5,2,1,5,0,0,0,0,2,5,7,0,3,100,0,0,297352,29300,34652,"no",3,2,1,3,5,13,41,7,0,16,0.1,0,3,78
6000,36,9.76,192.93,2,"MORTGAGE",70000,"Source Verified","debt_consolidation",8.06,0,670,1,76,78,10,1,6623,29,629,625,0,76,0,0,0,8,2504,0,0,121,248,2,2,4,2,78,2,76,4,5,2,22,0,5,85.7,1,0,29395,11100,17195,"no",1,1,1,1,8,2778,77,1,0,7,59.7,0,7,93
11000,36,14.85,380.52,1,"RENT",42240,"Source Verified","home_improvement",19.18,1,685,0,19,0,13,0,4903,16,664,660,0,0,0,0,0,5,1348,0,0,5,59,8,5,0,8,0,11,19,0,5,1,15,0,3,93.7,0,0,32800,6900,14000,"no",1,1,1,1,3,1080,53,0,0,3,49.2,0,2,90
7000,36,6.24,213.72,0,"RENT",58000,"Not Verified","car",4.26,0,685,1,0,0,9,0,11193,12,734,730,0,0,0,0,1486,0,3032,0,0,64,175,2,2,0,2,0,2,0,0,3,7,5,0,1,100,0,0,76595,44500,17095,"no",1,4,1,1,1,3180,47,0,0,1,10.9,0,0,51
8500,36,8.38,267.86,2,"MORTGAGE",73000,"Source Verified","debt_consolidation",12.43,0,685,0,0,0,5,0,8165,6,669,665,0,0,0,0,0,43,43284,0,0,55,65,31,11,1,31,0,1,0,0,2,2,3,0,1,100,0,0,236863,8500,29963,"no",0,1,0,0,0,6332,52,1,0,4,96.1,0,1,39
7000,36,9.76,225.09,2,"OWN",51000,"Verified","credit_card",15.22,0,660,0,24,0,9,0,6884,22,724,720,0,0,0,0,0,8,2931,0,0,77,94,2,2,0,9,26,8,26,0,4,4,18,0,3,81.8,0,0,34585,9200,21785,"no",1,1,1,2,4,2730,76,3,3,1,62.9,0,8,90
21000,36,10.64,683.94,2,"MORTGAGE",75000,"Source Verified","debt_consolidation",18.53,0,695,0,0,92,14,1,4591,22,519,515,0,0,0,0,1100,2,9067,0,0,134,139,8,2,3,8,0,15,0,0,2,8,11,0,2,100,1,0,168536,7300,65541,"yes",1,3,1,1,1,3651,42,0,2,0,62.9,0,10,67
16000,60,9.76,338.07,2,"RENT",80000,"Not Verified","debt_consolidation",3.77,2,725,0,8,0,12,0,7629,15,589,585,0,0,0,0,0,0,694,0,0,0,238,0,0,0,0,8,0,8,0,4,0,15,0,4,80,0,0,79700,73200,0,"yes",4,0,0,0,6,2753,10,1,0,1,9.2,0,10,81
6000,36,7.91,187.77,0,"MORTGAGE",49000,"Not Verified","debt_consolidation",17.92,0,795,0,0,0,10,0,2212,16,794,790,0,0,0,0,0,23,27437,0,0,114,133,2,2,1,17,0,0,0,0,1,3,12,0,2,100,0,0,371400,21500,34720,"no",2,2,0,1,5,1600,21,0,0,0,7.4,0,10,45
7000,36,6.24,213.72,0,"RENT",70000,"Not Verified","debt_consolidation",24.86,0,745,0,0,0,8,0,15086,15,734,730,0,0,0,0,0,14,3551,0,0,140,185,17,14,0,17,0,0,0,0,4,5,10,0,0,100,0,0,75511,23400,44811,"no",0,2,0,1,1,3885,38,0,3,0,50.4,0,10,30
24000,36,6.89,739.85,0,"MORTGAGE",115000,"Source Verified","debt_consolidation",23.94,0,705,0,42,0,26,0,45024,46,769,765,0,0,0,0,0,0,18736,0,0,132,290,8,8,3,29,0,9,42,0,3,7,34,0,4,97.8,0,0,554392,56000,96592,"no",2,0,0,0,5,3638,49,0,1,3,48.1,0,10,58
2500,36,11.99,83.03,1,"MORTGAGE",50400,"Source Verified","home_improvement",12.48,0,665,0,69,48,5,1,35,12,534,530,0,69,0,0,590,18,39479,0,0,134,131,7,7,2,23,0,1,0,2,1,4,6,0,2,83.3,0,0,206876,2000,22027,"no",0,1,0,1,3,35,73,0,0,3,1.7,0,0,84
24975,60,16.55,614.67,3,"MORTGAGE",82300,"Not Verified","moving",9.95,0,700,0,55,0,10,0,8646,25,729,725,0,55,0,0,0,16,2788,0,0,200,215,24,16,0,86,55,4,55,1,2,7,18,0,0,96,0,0,45200,12900,20000,"no",0,1,0,1,1,4254,56,0,2,1,39.8,0,10,82
15000,60,12.88,340.38,1,"MORTGAGE",44952,"Source Verified","credit_card",23.89,0,690,1,0,0,16,0,13364,23,559,555,0,0,0,0,0,16,14438,0,0,88,109,6,6,1,6,0,1,0,0,4,8,14,0,1,100,0,0,241603,12200,57054,"yes",1,5,0,1,4,4056,75,0,0,1,91.5,0,4,82
5000,36,11.99,166.05,1,"MORTGAGE",68500,"Source Verified","home_improvement",16.36,3,675,0,13,0,20,0,22065,35,654,650,0,13,0,0,0,19,17954,0,0,88,181,6,6,4,6,13,12,13,2,8,5,25,1,3,91.2,0,0,382906,31900,38206,"no",2,2,0,1,6,8382,69,3,0,1,62.4,0,10,76
11200,60,14.48,263.4,1,"RENT",55000,"Not Verified","credit_card",29.7,0,780,2,0,0,17,0,10296,30,664,660,0,0,0,0,0,5,3170,0,0,123,196,2,2,0,3,0,3,0,0,1,7,23,0,4,100,0,0,107287,43200,47587,"yes",4,4,2,2,2,9939,44,0,2,4,23,0,2,78
10800,60,11.99,240.19,1,"MORTGAGE",75000,"Not Verified","credit_card",23.18,0,705,0,0,0,11,0,21076,21,604,600,0,0,0,0,0,13,34055,0,0,237,213,25,13,2,25,0,7,0,0,4,9,10,0,0,100,0,0,410751,24400,41251,"yes",0,4,0,3,0,8176,64,0,2,1,76.2,0,10,68
