"loan_amnt","term","int_rate","installment","grade","home_ownershipMORTGAGE","home_ownershipOWN","home_ownershipRENT","annual_inc","verification_statusNot.Verified","verification_statusSource.Verified","verification_statusVerified","loan_status","purposecar","purposecredit_card","purposedebt_consolidation","purposehome_improvement","purposehouse","purposemajor_purchase","purposemedical","purposemoving","purposeother","purposerenewable_energy","purposesmall_business","purposevacation","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
14000,36,11.99,464.94,2,0,0,1,72000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.27,0,685,1,0,86,10,1,8613,15,534,530,0,0,1,0,0,43,1336,0,0,138,151,12,12,0,17,0,2,0,0,4,4,11,0,1,100,1,0,24450,10500,4750,0,1,0,0,4,3833,55,2,0,6,74.5,0,8,100
6500,36,6.24,198.46,1,1,0,0,91780,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.84,0,730,0,0,0,14,0,4914,32,729,725,0,0,1,0,185,4,19078,0,0,163,254,15,4,4,15,0,15,0,0,2,12,16,0,2,100,0,0,323403,15300,61423,1,2,2,3,5,1558,17,0,3,0,17.9,0,10,22
13700,60,16.55,337.18,3,1,0,0,65000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13.28,0,700,0,0,0,8,0,15796,16,694,690,0,0,0,0,0,70,9727,0,0,109,116,3,3,3,3,0,15,0,0,4,5,8,0,1,100,0,0,108398,13700,17598,1,1,0,0,2,4950,47,0,1,0,95,0,10,12
15000,60,14.48,352.77,2,1,0,0,110000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.28,1,660,0,4,0,10,0,76378,33,509,505,0,51,1,0,0,35,16657,0,0,225,334,22,22,4,22,51,7,51,1,4,5,24,0,0,87.9,0,0,190692,8900,25771,0,1,0,0,2,5635,65,1,0,2,124.4,0,10,56
5000,36,16.99,178.24,3,0,0,1,50000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.17,0,710,0,0,0,7,0,9746,17,499,0,0,0,1,0,0,2,6400,0,0,100,120,19,2,0,19,0,14,0,0,2,10,7,0,3,100,0,0,54906,13300,40206,1,4,3,5,1,8093,82,0,2,0,73.3,0,2,87
9000,36,14.48,309.71,2,0,1,0,25000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14.4,0,660,1,0,0,4,0,2149,9,564,560,0,0,1,0,182,8,1958,0,0,131,140,2,2,2,2,0,2,0,0,2,3,4,0,3,100,0,0,12846,4800,6046,1,1,1,1,2,1116,61,0,2,2,31.6,0,2,94
35000,60,18.99,907.73,4,1,0,0,1e+05,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27.41,0,660,0,67,0,13,0,13988,25,499,0,0,67,0,0,0,16,22544,0,0,126,119,9,9,1,9,67,0,67,1,5,15,9,0,2,95.8,0,0,324131,2900,92216,0,5,0,4,3,918,70,5,9,10,74.1,0,2,64
4800,36,10.64,156.33,0,0,0,1,65000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25.65,0,665,0,63,0,11,0,4393,25,699,695,0,63,0,0,0,2,4918,0,0,152,132,1,1,0,1,0,11,0,3,3,14,11,0,2,87.5,0,0,78104,2500,54204,2,2,1,2,3,1000,69,3,5,3,63.2,0,8,92
17600,60,18.2,448.85,4,1,0,0,40000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.48,0,695,0,35,0,5,0,7814,18,524,520,0,0,1,0,0,11,8823,0,0,119,161,104,11,0,161,0,0,35,0,0,12,5,0,1,94.4,0,0,55317,400,46117,0,3,1,2,0,0,80,0,0,0,0,0,10,79
18000,36,11.22,591.18,0,0,0,1,64000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.54,0,690,1,0,0,5,0,6989,13,654,650,0,0,0,0,0,21,3201,0,0,127,132,16,16,0,16,0,5,0,0,3,5,8,0,0,100,0,0,19962,6000,11362,0,1,0,1,1,2043,80,0,0,1,88.5,0,10,79
16650,36,7.26,516.09,1,1,0,0,60000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,29.4,0,735,0,0,0,10,0,14901,15,644,640,0,0,1,0,0,13,23715,0,0,61,430,57,13,1,61,0,0,0,0,2,4,10,0,0,100,0,0,263310,15400,59824,0,3,0,1,0,4088,60,0,0,0,47.1,0,10,63
35000,36,9.76,1125.42,0,1,0,0,92000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.02,0,725,0,0,0,11,0,33423,20,709,705,0,0,1,0,0,5,29031,0,0,153,156,54,5,2,54,0,0,0,0,4,5,13,0,1,100,0,0,379960,28800,101890,1,3,1,1,0,9134,83,0,2,0,87.6,0,6,98
10000,36,14.85,345.92,1,0,0,1,42000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,22.57,0,660,1,0,73,15,2,14406,26,664,660,0,0,0,0,0,28,2057,0,0,276,267,3,3,0,3,0,5,0,0,8,7,19,0,4,100,2,0,48967,16700,24167,2,1,0,0,6,2734,63,0,1,3,70.9,0,10,68
9000,36,9.76,289.4,0,0,0,1,55000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.16,0,665,1,0,43,11,1,14,17,619,615,0,0,0,0,0,4,3976,0,0,109,157,2,2,0,2,0,2,0,0,1,5,11,0,4,100,1,0,36619,8800,27819,2,2,2,3,4,14,65,1,1,2,0.2,0,7,86
7000,36,15.77,245.31,3,1,0,0,60000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7.28,0,670,1,73,0,5,0,1095,21,649,645,0,73,0,0,0,6,21954,0,0,86,158,13,6,3,0,0,1,73,1,0,7,11,0,2,95.2,0,0,95290,0,10790,1,1,1,2,2,0,69,4,3,3,88.7,0,10,98
5300,36,10.64,172.62,0,0,1,0,50000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15.79,0,715,3,0,0,5,0,24570,15,719,715,0,0,0,0,0,112,9023,0,0,112,166,4,4,0,29,0,4,0,0,3,1,14,0,1,100,0,0,64878,30800,31578,1,1,0,0,1,10329,70,0,0,3,76.3,0,1,65
14000,60,8.38,286.43,0,1,0,0,102000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.41,0,690,2,45,0,15,0,5108,25,579,575,0,45,1,0,0,16,17681,0,0,81,113,4,4,1,4,45,3,45,3,2,2,22,0,3,88,0,0,289872,11400,21301,3,1,0,1,7,3880,53,0,0,2,42.3,0,2,86
28000,60,11.99,622.71,1,1,0,0,101000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,29.81,0,775,1,0,0,27,0,20177,41,809,805,0,0,0,0,0,10,9793,0,0,121,227,2,2,3,3,0,2,0,0,6,8,28,0,8,100,0,0,377881,63900,74601,2,3,1,3,7,6338,29,2,0,2,28.9,0,3,50
13250,36,12.59,443.84,2,0,0,1,34882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.34,0,695,0,0,0,7,0,16372,9,699,695,0,0,1,0,0,0,2339,0,0,0,215,29,29,0,29,0,16,0,0,5,0,9,0,0,100,0,0,17400,11700,0,0,0,0,0,0,3498,94,0,0,0,94.7,0,4,66
17200,36,16.55,609.39,3,0,0,1,70000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7.25,3,660,0,10,0,6,0,541,18,629,625,0,31,1,0,0,1,2431,0,0,142,93,39,1,0,41,12,18,12,2,2,12,5,0,2,58.8,0,0,20282,3300,15982,1,2,2,4,0,23,72,1,3,0,0.9,0,6,88
2500,36,6.89,77.07,2,1,0,0,72000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.08,0,710,1,92,0,12,0,6792,41,679,675,0,92,0,0,0,1,1380,0,0,55,307,4,1,1,4,92,2,92,1,2,5,35,0,5,97.6,0,0,41925,18500,14625,3,2,1,3,10,1418,40,1,0,3,13.3,0,8,67
1500,36,12.59,50.25,1,0,1,0,28000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21.69,0,680,0,0,55,6,1,4140,12,684,680,0,0,0,0,280,6,3299,0,0,126,96,7,6,0,41,0,6,0,0,3,5,7,0,2,100,0,0,24836,3900,16936,1,1,1,1,1,1286,80,2,1,7,63.9,0,2,92
24000,36,9.76,771.72,0,0,0,1,120000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.09,0,690,1,0,0,8,0,36223,12,734,730,0,0,1,0,0,55,5695,0,0,159,125,5,5,0,9,0,6,0,0,3,3,8,0,3,100,0,0,79322,48400,15375,1,1,0,0,3,23438,57,0,0,1,65.9,0,0,11
1500,36,13.44,50.86,2,1,0,0,96000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.05,0,660,3,42,70,11,1,23586,25,534,530,0,0,1,0,177,14,17417,0,0,161,212,3,3,4,34,0,3,0,1,3,4,17,0,4,84,0,1,215034,18900,23531,3,2,0,1,3,8187,59,4,0,6,99,0,10,38
7000,36,10.64,227.98,0,0,0,1,105000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.67,0,670,0,24,0,8,0,8780,17,669,665,0,35,1,0,170,4,4119,0,0,137,173,6,4,4,8,24,4,24,2,3,5,8,0,4,76.5,0,0,38596,5200,24796,2,1,1,2,5,2216,85,2,0,6,81.4,0,10,98
10000,36,9.76,321.55,0,1,0,0,75000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.7,0,660,1,25,32,9,2,7266,40,724,720,0,37,1,0,7265,8,18687,0,0,137,149,11,8,5,11,0,6,25,7,1,16,19,0,3,79.5,0,0,176173,1500,29873,0,2,2,5,2,1236,75,2,13,1,82.4,0,10,85
24000,60,16.99,596.34,3,1,0,0,101000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22.66,0,665,1,36,0,14,0,14354,21,559,555,0,36,1,0,0,5,6195,0,0,119,72,20,5,1,57,36,0,36,1,1,14,6,0,4,90,0,0,101197,1800,82597,3,10,4,10,1,1714,86,7,5,10,95.2,0,7,88
12000,36,7.26,371.96,2,0,0,1,67000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8.96,0,695,0,62,0,21,0,4200,36,649,645,0,0,0,0,0,3,4960,0,0,134,141,12,3,0,77,62,0,62,0,3,27,9,0,2,97.1,0,0,114806,12300,96706,1,14,1,2,1,2092,91,0,0,0,34.1,0,2,103
3000,36,11.99,99.63,2,0,1,0,60000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.54,0,675,0,0,57,8,1,3193,30,734,730,0,0,1,0,0,7,773,0,0,129,232,24,7,2,42,0,0,0,0,2,3,25,0,1,100,1,0,13800,6300,3500,0,1,1,1,1,1739,45,0,0,0,36.3,0,10,85
14000,36,9.17,446.31,0,0,0,1,80000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,23.01,1,695,0,10,0,10,0,14483,22,729,725,0,0,0,0,0,14,3538,0,0,129,248,8,8,0,8,10,0,10,0,5,4,18,0,1,90.9,0,0,65000,27800,30000,0,1,0,1,1,6956,54,0,0,0,47.9,0,8,70
16000,36,5.32,481.84,2,1,0,0,90000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.12,0,775,0,0,0,6,0,15615,26,839,835,0,0,0,0,0,2,38636,0,0,273,205,48,2,5,48,0,0,0,0,2,10,11,0,1,100,0,0,280402,27800,36652,1,3,1,2,0,11147,57,0,0,0,56.2,0,10,57
6000,36,7.91,187.77,1,1,0,0,65000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23.06,0,705,0,47,0,14,0,20063,30,749,745,0,47,1,0,0,27,15400,0,0,132,175,2,2,2,2,0,0,0,1,7,5,22,0,2,96.4,0,0,265358,34600,47039,1,2,0,0,3,6239,59,0,0,0,57.6,0,10,67
20400,36,7.26,632.33,2,0,0,1,60000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.84,0,725,0,0,0,18,0,25495,30,709,705,0,0,0,0,0,22,2236,0,0,100,312,14,14,2,14,0,7,0,0,4,6,22,0,0,100,0,0,77463,37900,22563,0,2,0,1,1,8910,46,1,0,1,66.9,0,3,46
15000,36,10.64,488.53,0,0,0,1,90000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,2,680,2,16,0,8,0,7932,15,499,0,0,16,0,0,0,9,6139,0,0,157,87,0,0,0,8,16,0,16,1,2,10,5,1,3,80,0,0,87775,8500,59275,1,4,1,1,2,4975,56,0,0,2,93.3,0,1,70
9600,36,11.22,315.3,0,1,0,0,45000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.89,0,660,1,54,0,17,0,11569,31,774,770,0,54,1,0,6102,76,1593,0,0,158,361,1,1,0,7,58,1,58,7,4,10,21,0,4,77.4,0,0,60932,28500,19132,1,4,0,0,10,4662,45,0,2,2,35.3,0,2,81
12000,60,13.44,275.75,1,0,0,1,72000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18.11,0,660,1,53,50,11,1,8373,40,619,615,0,53,0,0,0,5,9656,0,0,243,152,13,5,2,43,80,6,78,5,3,23,14,0,3,87.2,1,0,108023,11900,93716,1,4,3,5,1,3198,70,1,2,1,59,0,1,74
15000,60,13.99,348.95,1,0,1,0,70000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.32,0,700,1,41,0,6,0,9813,17,714,710,0,41,0,0,0,123,38182,0,0,137,152,10,10,6,12,0,3,0,1,2,2,9,0,2,93.3,0,0,375700,5000,0,0,0,0,0,5,3940,70,0,0,1,98.6,0,10,91
10000,36,8.38,315.12,0,0,1,0,35000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.21,0,710,0,0,0,27,0,20387,40,509,505,0,0,0,0,0,19,1600,0,0,21,78,4,4,0,4,0,7,0,0,9,2,37,0,4,100,0,0,109774,52600,26700,1,1,0,2,7,7839,38,3,0,3,36.1,0,0,79
8000,36,13.99,273.39,2,0,1,0,90000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.55,0,660,1,0,56,5,2,3603,23,684,680,0,0,1,0,0,100,51291,0,0,126,235,38,20,5,41,0,4,0,0,2,5,13,0,0,100,2,0,265190,2600,0,0,0,0,0,0,1754,88,0,0,2,96.8,0,7,78
24650,60,16.55,606.67,3,1,0,0,78000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27.23,0,675,1,0,0,14,0,11204,28,574,570,0,35,0,0,0,7,21145,0,0,110,204,1,1,3,1,0,0,0,0,4,12,13,0,6,100,0,0,327148,9500,93361,1,4,2,3,6,932,46,0,3,3,10,0,10,86
15000,60,9.8,317.24,0,1,0,0,100350,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.6,0,705,0,0,0,8,0,11115,16,774,770,0,0,1,0,0,5,27315,0,0,218,109,13,5,3,13,0,5,0,0,3,8,5,0,2,100,0,0,237326,19300,26026,2,3,1,1,2,5772,61,1,0,5,57.6,0,8,63
3175,36,12.59,106.36,2,1,0,0,53000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11.57,0,665,1,75,42,3,1,1714,16,679,675,0,38,1,0,0,23,6194,0,0,138,210,10,10,5,10,0,0,0,0,2,6,6,0,1,75,1,0,25841,3300,22541,0,1,0,1,2,1462,52,0,1,1,52,0,10,75
15000,36,6.24,457.97,2,1,0,0,60000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.82,0,710,0,0,0,16,0,15413,20,794,790,0,0,0,0,0,4,3328,0,0,100,160,24,4,0,27,0,17,0,0,4,8,12,0,1,100,0,0,62227,23000,31127,1,6,1,2,1,5009,75,1,0,0,58.1,0,3,100
5000,36,11.48,164.84,0,1,0,0,78000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.21,0,700,1,0,0,19,0,34764,21,744,740,0,0,1,0,0,4,8432,0,0,156,246,12,4,1,12,0,5,0,0,6,3,16,0,2,100,0,0,197347,41700,43980,1,2,1,1,6,10950,63,1,2,3,77.3,0,9,76
24000,60,9.76,507.1,0,1,0,0,88000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.84,0,790,2,0,0,14,0,63522,28,554,550,0,0,0,0,0,0,5294,0,0,0,320,1,1,0,1,0,1,0,0,3,0,28,0,2,100,0,0,140900,71000,0,1,0,0,0,3,2987,4,1,0,2,4.4,0,2,74
35000,60,12.88,794.21,1,1,0,0,110000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.39,0,695,0,31,0,19,0,23315,32,624,620,0,0,0,0,1443,63,17708,0,0,100,384,2,2,2,2,0,13,0,0,6,3,27,0,3,96.9,0,0,405622,21100,41421,1,1,0,0,5,3690,47,0,2,0,35.6,0,10,80
20000,36,6.49,612.89,2,0,0,1,1e+05,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.92,0,770,0,0,0,7,0,2871,11,824,820,0,0,0,0,0,49,410,0,0,49,87,10,10,0,10,0,11,0,0,3,1,10,0,2,100,0,0,45000,43700,0,0,0,0,0,2,2776,6,0,0,1,6.6,0,0,86
4500,36,7.89,140.79,1,0,0,1,26460,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.55,0,710,1,0,102,12,1,3739,16,709,705,0,0,1,0,0,12,1458,0,0,13,219,1,1,0,55,0,1,0,0,2,2,14,0,3,100,1,0,29158,3700,14158,1,1,1,2,3,1751,55,1,0,1,76.3,0,1,87
20000,60,16.59,492.66,3,1,0,0,68500,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,32.31,2,660,0,18,0,14,0,799,49,704,700,0,74,1,0,0,3,7260,0,0,160,172,15,3,2,17,74,7,29,4,1,31,16,0,1,85.7,0,0,211944,1500,82944,1,11,1,2,2,799,105,1,1,1,53.3,0,10,109
25000,60,9.76,528.23,0,1,0,0,60000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18.9,2,695,0,23,0,10,0,14459,24,774,770,0,64,0,0,0,17,12224,0,0,131,340,17,17,3,58,23,17,23,1,2,8,12,0,0,75,0,0,157210,15800,33210,0,2,0,1,1,12672,61,4,8,0,80.8,0,5,52
19000,36,9.76,610.94,0,0,0,1,60000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.82,0,665,0,53,0,9,0,13723,18,699,695,0,0,0,0,0,7,5054,0,0,96,100,9,7,2,14,53,7,53,0,3,6,10,0,2,94.4,0,0,56227,12700,38027,0,2,1,1,2,6315,81,1,1,4,77,0,0,84
7000,36,10.64,227.98,0,1,0,0,45000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20.3,1,685,0,12,0,10,0,9120,15,724,720,0,0,0,0,155,13,3077,0,0,212,82,13,13,0,13,12,14,12,0,2,5,10,0,0,86.7,0,0,41586,6800,22786,0,5,0,1,5,4674,67,1,0,0,78.2,0,2,82
21000,36,11.99,697.41,2,1,0,0,85000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19.37,0,685,3,75,51,15,2,20532,39,724,720,0,28,1,0,0,9,18017,0,0,162,188,0,0,4,2,61,0,61,1,5,7,27,0,5,87,0,0,292099,26000,38937,4,2,1,2,7,9835,49,0,0,3,51,0,10,87
7000,36,11.22,229.91,0,0,0,1,15700,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20.18,0,675,0,0,0,6,0,9615,6,679,675,0,0,0,0,0,0,1603,0,0,0,75,24,24,0,24,0,15,0,0,5,0,6,0,0,100,0,0,12900,12300,0,0,0,0,0,1,3765,75,0,0,0,78.2,0,4,70
22525,60,11.99,500.95,1,1,0,0,49000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21.6,0,705,2,0,0,17,0,21902,45,774,770,0,0,0,0,0,17,14305,0,0,151,220,1,1,4,1,0,1,0,0,4,9,31,0,4,100,0,0,284243,39300,30373,1,2,0,2,7,8182,57,5,0,6,51,0,7,74
21600,60,13.67,498.91,2,1,0,0,107000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.73,0,700,0,0,0,7,0,8599,16,739,735,0,0,1,0,0,4,71762,0,0,154,267,13,2,3,18,0,5,0,0,2,5,8,0,3,100,0,0,507156,9300,17455,3,1,1,3,4,7716,89,4,1,6,89.8,0,10,97
16000,36,6.89,493.23,1,1,0,0,140000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21.52,0,695,1,0,0,15,0,26109,27,704,700,0,0,1,0,0,5,22982,0,0,113,122,3,3,4,31,0,3,0,0,3,10,13,0,4,100,0,0,412310,31500,79610,2,6,3,4,1,11457,62,0,5,1,82.6,0,10,80
27600,60,17.57,694.42,3,0,0,1,60000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.6,0,695,1,0,0,7,0,22187,21,619,615,0,0,0,0,0,6,6368,0,0,58,227,3,3,0,3,0,2,0,0,1,9,12,0,2,100,0,0,71877,4500,45577,2,2,1,1,1,1528,62,2,12,3,34,0,0,49
35000,36,17.86,1262.88,3,1,0,0,112000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,24.41,1,695,0,3,0,11,0,3683,25,749,745,0,0,0,0,0,7,44494,0,0,88,213,1,1,5,1,0,6,0,1,2,10,10,0,5,96,0,0,488245,14200,65000,2,2,2,4,4,2362,72,0,0,2,17,0,10,86
6000,36,12.59,200.99,1,0,1,0,25000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30.58,0,755,1,0,0,6,0,145319,9,644,640,0,0,0,0,0,0,26068,0,0,93,160,6,6,0,6,0,5,0,0,0,2,7,0,3,100,0,0,194295,10000,17295,0,3,0,3,5,3696,55,0,0,0,0,0,8,74
18900,36,18.2,685.18,4,1,0,0,60000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27.91,0,685,1,80,0,9,0,8663,23,764,760,0,80,0,0,0,22,28239,0,0,148,228,2,2,6,2,80,2,80,1,2,9,8,0,1,95.2,0,0,257176,10000,65676,1,3,0,1,1,5665,67,0,2,2,85.2,0,10,65
4600,36,17.57,165.32,3,1,0,0,1e+05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.7,1,665,3,6,0,10,0,535,17,529,525,0,56,0,0,0,22,34048,0,0,125,89,2,2,1,12,6,1,6,1,3,6,10,0,3,78.6,0,0,373601,1900,34999,2,1,0,1,7,238,20,0,3,6,14.4,0,10,22
20000,60,13.18,456.91,1,0,0,1,105502,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.08,2,690,0,12,0,5,0,4548,13,584,580,0,68,0,0,0,9,5172,0,0,140,210,56,9,0,56,0,2,0,2,2,10,3,0,2,69.2,0,0,60057,9800,48457,0,2,2,4,0,2414,33,2,0,3,41.3,0,10,9
15000,36,7.91,469.43,2,1,0,0,95000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,23.04,0,725,0,0,0,10,0,25212,23,794,790,0,0,0,0,0,5,43914,0,0,162,184,23,4,3,44,0,4,0,0,3,8,12,0,3,100,0,0,473243,20800,47276,2,2,2,2,1,8991,74,0,0,3,94,0,10,86
7000,36,7.89,219,1,0,0,1,50000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.04,0,685,0,36,0,12,0,7647,22,729,725,0,0,1,0,0,52,4752,0,0,74,265,11,11,0,11,36,0,36,0,3,13,9,0,1,95.2,0,0,55500,13800,40000,0,4,0,0,1,3792,94,0,0,0,48.7,0,1,112
11300,36,17.97,408.36,3,0,0,1,50250,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32.41,0,675,0,0,0,11,0,26432,28,564,560,0,0,1,0,0,12,3938,0,0,144,209,9,9,0,9,0,22,0,0,6,7,21,0,2,100,0,0,68700,39500,26000,0,2,1,2,4,7311,63,0,0,0,65.9,0,8,65
2800,36,12.59,93.8,2,0,0,1,50000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.11,0,690,0,39,0,3,0,3377,9,729,725,0,0,1,0,0,7,10491,0,0,202,182,6,6,0,6,39,7,39,0,1,6,3,0,3,77.8,0,0,38056,3500,34556,1,2,2,2,1,3377,83,2,3,7,96.5,0,10,81
20000,36,6.49,612.89,2,0,1,0,75000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21.62,0,690,0,0,80,13,1,21025,19,699,695,0,0,0,0,0,46,4860,0,0,207,145,7,7,0,11,0,7,0,0,4,7,12,0,2,100,1,0,92392,20600,50192,0,4,0,0,2,5877,68,0,0,1,67.8,0,2,84
8000,36,16.99,285.19,3,0,0,1,65000,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,20.16,0,680,2,0,0,5,0,6747,8,764,760,0,0,1,0,0,6,9037,0,0,54,15,2,2,0,8,0,2,0,0,2,5,3,0,3,100,0,0,67306,6800,58306,2,2,1,1,3,2355,32,0,2,7,66.9,0,1,12
10000,36,11.48,329.67,0,0,0,1,33000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.75,0,710,0,0,12,12,1,8052,20,704,700,0,0,1,0,0,28,1933,0,0,52,76,5,5,0,5,0,2,0,0,6,4,16,0,2,100,0,1,49732,20800,27132,1,4,0,0,6,2715,47,0,0,1,37.9,0,2,56
12000,36,6.24,366.37,2,1,0,0,113000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20.68,0,710,0,30,63,12,3,17818,23,734,730,0,45,0,0,0,9,19098,0,0,155,288,2,2,4,2,45,9,45,1,5,8,10,0,4,82.6,0,3,274028,25000,104128,1,3,1,2,4,3717,73,1,0,1,58.9,0,10,92
1000,36,13.67,34.02,1,0,0,1,51000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21.98,0,665,1,59,0,16,0,12538,24,709,705,0,59,0,0,0,27,2069,0,0,122,126,4,4,0,12,0,4,0,0,5,14,10,0,4,75,0,0,57111,9100,38311,3,7,0,0,4,4204,58,0,0,2,92.1,0,5,54
20000,60,10.64,431.27,0,0,0,1,58000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.06,0,700,0,24,0,8,0,15128,25,734,730,0,24,1,0,0,23,5894,0,0,124,290,10,10,2,10,78,8,78,3,2,10,13,0,1,84,0,0,66748,25200,35448,0,1,0,1,2,13598,48,1,0,2,57.5,0,5,78
20000,36,10.64,651.37,0,1,0,0,85000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18.61,2,670,2,5,0,15,0,20434,39,709,705,0,34,1,0,0,17,12461,0,0,95,185,18,17,1,18,5,4,5,1,6,5,32,0,0,92.3,0,0,199596,24700,56896,0,2,0,1,1,6037,59,1,2,2,82.7,0,10,58
